Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.4490          14.8782      -0.1453      15.0236  2582.8
0.4500          14.8377      -0.1617      14.9995  2578.7
0.4510          14.8439      -0.1808      15.0247  2583.0
0.4520          14.8625      -0.2027      15.0652  2590.0
0.4530          14.7827      -0.2283      15.0110  2580.7
0.4540          14.7680      -0.2577      15.0257  2583.2
0.4550          14.7871      -0.2907      15.0778  2592.2
0.4560          14.7837      -0.3250      15.1087  2597.5
0.4570          14.7075      -0.3603      15.0678  2590.4
0.4580          14.7558      -0.3948      15.1506  2604.7
0.4590          14.6688      -0.4271      15.0959  2595.3
0.4600          14.6505      -0.4570      15.1075  2597.3
0.4610          14.6033      -0.4844      15.0877  2593.9
0.4620          14.5478      -0.5079      15.0557  2588.4
0.4630          14.5067      -0.5255      15.0322  2584.3
0.4640          14.4664      -0.5367      15.0031  2579.3
0.4650          14.4798      -0.5429      15.0226  2582.7
0.4660          14.4161      -0.5430      14.9591  2571.8
0.4670          14.3779      -0.5378      14.9158  2564.3
0.4680          14.3268      -0.5278      14.8546  2553.8
0.4690          14.2244      -0.5133      14.7377  2533.7
0.4700          14.1930      -0.4937      14.6867  2524.9
0.4710          14.1636      -0.4696      14.6332  2515.7
0.4720          14.0999      -0.4414      14.5413  2499.9
0.4730          14.0914      -0.4098      14.5012  2493.0
0.4740          14.0987      -0.3741      14.4728  2488.1
0.4750          14.1656      -0.3347      14.5004  2492.9
0.4760          14.1564      -0.2932      14.4495  2484.1
0.4770          14.0942      -0.2490      14.3432  2465.9
0.4780          14.0738      -0.2027      14.2765  2454.4
0.4790          14.0452      -0.1525      14.1977  2440.9
0.4800          14.0137      -0.1000      14.1137  2426.4
0.4810          13.9979      -0.0453      14.0431  2414.3
0.4820          13.9943       0.0105      13.9838  2404.1
0.4830          14.0282       0.0689      13.9593  2399.9
0.4840          14.0410       0.1314      13.9095  2391.3
0.4850          14.1128       0.1966      13.9162  2392.5
0.4860          14.0398       0.2627      13.7771  2368.5
0.4870          14.0169       0.3297      13.6872  2353.1
0.4880          13.9264       0.3955      13.5309  2326.2
0.4890          13.9097       0.4576      13.4521  2312.7
0.4900          13.9044       0.5138      13.3906  2302.1
0.4910          13.8626       0.5603      13.3023  2286.9
0.4920          13.8419       0.5928      13.2491  2277.8
0.4930          13.8648       0.6091      13.2557  2278.9
0.4940          13.8174       0.6089      13.2086  2270.8
0.4950          13.8387       0.5923      13.2464  2277.3
0.4960          13.8402       0.5605      13.2797  2283.0
0.4970          13.8118       0.5145      13.2972  2286.0
0.4980          13.8290       0.4555      13.3735  2299.2
0.4990          13.8264       0.3877      13.4387  2310.4
0.5000          13.8069       0.3141      13.4928  2319.7
0.5010          13.7439       0.2371      13.5068  2322.1
0.5020          13.7784       0.1590      13.6195  2341.4
0.5030          13.7524       0.0833      13.6692  2350.0
0.5040          13.7619       0.0137      13.7482  2363.6
0.5050          13.7848      -0.0489      13.8337  2378.3
0.5060          13.7643      -0.1022      13.8665  2383.9
0.5070          13.7455      -0.1434      13.8890  2387.8
0.5080          13.7620      -0.1726      13.9346  2395.6
0.5090          13.6618      -0.1882      13.8499  2381.1
0.5100          13.6828      -0.1900      13.8728  2385.0
0.5110          13.6490      -0.1780      13.8270  2377.1
0.5120          13.6138      -0.1521      13.7659  2366.6
0.5130          13.6310      -0.1148      13.7458  2363.2
0.5140          13.6581      -0.0668      13.7249  2359.6
0.5150          13.6337      -0.0114      13.6451  2345.9
0.5160          13.5916       0.0486      13.5431  2328.3
0.5170          13.5924       0.1077      13.4847  2318.3
0.5180          13.5443       0.1615      13.3829  2300.8
0.5190          13.5492       0.2058      13.3434  2294.0
0.5200          13.5225       0.2352      13.2873  2284.3
0.5210          13.5512       0.2483      13.3029  2287.0
0.5220          13.5221       0.2455      13.2766  2282.5
0.5230          13.5075       0.2248      13.2827  2283.6
0.5240          13.5281       0.1871      13.3410  2293.6
0.5250          13.4791       0.1343      13.3448  2294.2
0.5260          13.4737       0.0642      13.4095  2305.3
0.5270          13.4554      -0.0211      13.4765  2316.9
0.5280          13.5393      -0.1180      13.6573  2347.9
0.5290          13.4934      -0.2229      13.7163  2358.1
0.5300          13.4414      -0.3329      13.7743  2368.1
0.5310          13.4926      -0.4433      13.9358  2395.8
0.5320          13.4805      -0.5505      14.0310  2412.2
0.5330          13.4528      -0.6520      14.1048  2424.9
0.5340          13.4299      -0.7447      14.1746  2436.9
0.5350          13.3681      -0.8269      14.1951  2440.4
0.5360          13.3842      -0.8959      14.2801  2455.0
0.5370          13.3024      -0.9513      14.2537  2450.5
0.5380          13.2517      -0.9922      14.2439  2448.8
0.5390          13.1827      -1.0192      14.2019  2441.6
0.5400          13.1239      -1.0323      14.1562  2433.7
0.5410          13.0858      -1.0325      14.1183  2427.2
0.5420          12.9996      -1.0203      14.0200  2410.3
0.5430          12.9401      -0.9978      13.9379  2396.2
0.5440          12.7997      -0.9669      13.7667  2366.7
0.5450          12.7684      -0.9283      13.6967  2354.7
0.5460          12.6682      -0.8839      13.5521  2329.9
0.5470          12.6761      -0.8367      13.5129  2323.1
0.5480          12.7017      -0.7885      13.4903  2319.2
0.5490          12.6781      -0.7424      13.4206  2307.2
0.5500          12.7558      -0.7007      13.4565  2313.4
0.5510          12.7311      -0.6660      13.3971  2303.2
0.5520          12.6959      -0.6391      13.3350  2292.5
0.5530          12.6697      -0.6213      13.2910  2285.0
0.5540          12.5971      -0.6152      13.2123  2271.4
0.5550          12.5946      -0.6206      13.2152  2271.9
0.5560          12.5330      -0.6357      13.1687  2263.9
0.5570          12.4981      -0.6601      13.1581  2262.1
0.5580          12.4422      -0.6918      13.1340  2258.0
0.5590          12.4042      -0.7292      13.1333  2257.9
0.5600          12.4224      -0.7708      13.1933  2268.2
0.5610          12.3533      -0.8139      13.1672  2263.7
0.5620          12.3230      -0.8558      13.1788  2265.7
0.5630          12.3221      -0.8953      13.2174  2272.3
0.5640          12.2980      -0.9325      13.2306  2274.6
0.5650          12.2120      -0.9659      13.1779  2265.5
0.5660          12.1747      -0.9964      13.1710  2264.3
0.5670          12.1410      -1.0228      13.1638  2263.1
0.5680          12.1652      -1.0471      13.2123  2271.4
0.5690          12.1829      -1.0709      13.2538  2278.6
0.5700          12.1474      -1.0936      13.2411  2276.4
0.5710          12.0877      -1.1179      13.2055  2270.3
0.5720          12.1128      -1.1442      13.2570  2279.1
0.5730          12.0557      -1.1716      13.2273  2274.0
0.5740          12.0729      -1.1987      13.2716  2281.6
0.5750          12.0817      -1.2270      13.3087  2288.0
0.5760          12.0394      -1.2561      13.2954  2285.7
0.5770          12.0691      -1.2858      13.3549  2296.0
0.5780          12.0277      -1.3148      13.3425  2293.8
0.5790          12.0074      -1.3416      13.3490  2295.0
0.5800          12.0356      -1.3661      13.4017  2304.0
0.5810          12.0341      -1.3859      13.4200  2307.1
0.5820          11.9385      -1.3995      13.3380  2293.1
0.5830          11.8841      -1.4064      13.2906  2284.9
0.5840          11.9024      -1.4055      13.3079  2287.9
0.5850          11.8813      -1.3964      13.2777  2282.7
0.5860          11.8187      -1.3789      13.1976  2268.9
0.5870          11.7872      -1.3519      13.1391  2258.9
0.5880          11.7817      -1.3165      13.0982  2251.8
0.5890          11.7751      -1.2754      13.0505  2243.6
0.5900          11.7575      -1.2299      12.9874  2232.8
0.5910          11.7552      -1.1807      12.9359  2223.9
0.5920          11.6560      -1.1314      12.7873  2198.4
0.5930          11.6228      -1.0854      12.7082  2184.8
0.5940          11.6261      -1.0463      12.6725  2178.6
0.5950          11.5886      -1.0156      12.6041  2166.9
0.5960          11.5601      -0.9960      12.5561  2158.6
0.5970          11.4618      -0.9899      12.4517  2140.7
0.5980          11.4487      -1.0007      12.4494  2140.3
0.5990          11.3888      -1.0284      12.4172  2134.7
0.6000          11.3258      -1.0727      12.3986  2131.5
0.6010          11.3164      -1.1324      12.4488  2140.2
0.6020          11.3616      -1.2041      12.5657  2160.3
0.6030          11.3420      -1.2860      12.6280  2171.0
0.6040          11.2591      -1.3750      12.6341  2172.0
0.6050          11.2087      -1.4673      12.6760  2179.2
0.6060          11.2114      -1.5612      12.7727  2195.9
0.6070          11.1523      -1.6541      12.8064  2201.7
0.6080          11.1345      -1.7439      12.8783  2214.0
0.6090          11.0894      -1.8271      12.9165  2220.6
0.6100          11.0439      -1.9030      12.9469  2225.8
0.6110          11.0195      -1.9710      12.9905  2233.3
0.6120          11.0167      -2.0296      13.0463  2242.9
0.6130          10.9972      -2.0798      13.0770  2248.2
0.6140          10.9699      -2.1209      13.0907  2250.5
0.6150          10.9042      -2.1541      13.0583  2245.0
0.6160          10.8675      -2.1796      13.0471  2243.0
0.6170          10.8056      -2.1972      13.0028  2235.4
0.6180          10.7439      -2.2071      12.9509  2226.5
0.6190          10.7205      -2.2107      12.9311  2223.1
0.6200          10.6689      -2.2085      12.8774  2213.9
0.6210          10.6274      -2.2002      12.8276  2205.3
0.6220          10.6289      -2.1872      12.8160  2203.3
0.6230          10.5843      -2.1701      12.7544  2192.7
0.6240          10.4891      -2.1497      12.6389  2172.9
0.6250          10.4637      -2.1263      12.5900  2164.5
0.6260          10.4036      -2.1017      12.5053  2149.9
0.6270          10.3728      -2.0760      12.4488  2140.2
0.6280          10.3294      -2.0491      12.3785  2128.1
0.6290          10.3278      -2.0221      12.3499  2123.2
0.6300          10.2389      -1.9939      12.2328  2103.0
0.6310          10.2433      -1.9648      12.2081  2098.8
0.6320          10.1850      -1.9336      12.1186  2083.4
0.6330          10.1560      -1.8988      12.0548  2072.4
0.6340          10.1166      -1.8604      11.9770  2059.1
0.6350          10.0665      -1.8173      11.8838  2043.0
0.6360          10.0403      -1.7696      11.8100  2030.4
0.6370          10.0927      -1.7162      11.8089  2030.2
0.6380          10.1801      -1.6561      11.8363  2034.9
0.6390          10.1764      -1.5887      11.7651  2022.6
